@relation data
@attribute V1 {'1','2','3','4'}
@attribute V2 numeric
@attribute V3 {'1','2','3','4','5'}
@attribute V4 {'1','10','2','3','4','5','6','7','8','9'}
@attribute V5 numeric
@attribute V6 {'1','2','3','4','5'}
@attribute V7 {'1','2','3','4','5'}
@attribute V8 numeric
@attribute V9 {'1','2','3','4'}
@attribute V10 {'1','2','3'}
@attribute V11 numeric
@attribute V12 {'1','2','3','4'}
@attribute V13 numeric
@attribute V14 {'1','2','3'}
@attribute V15 {'1','2','3'}
@attribute V16 numeric
@attribute V17 {'1','2','3','4'}
@attribute V18 numeric
@attribute V19 {'1','2'}
@attribute V20 {'1','2'}
@attribute class {'1','2'}
@data
'4',36,'3','4',8133,'1','3',1,'2','1',2,'2',30,'1','2',1,'3',1,'1','1','1'
'4',7,'5','7',730,'5','5',4,'3','1',2,'2',46,'3','1',2,'2',1,'2','1','1'
'1',8,'5','5',1164,'1','5',3,'3','1',4,'4',51,'1','3',2,'4',2,'2','1','1'
'2',42,'5','3',5954,'1','4',2,'2','1',1,'1',41,'1','2',2,'2',1,'1','1','1'
'1',36,'3','10',1977,'5','5',4,'3','1',4,'4',40,'3','2',1,'4',1,'2','1','2'
'1',12,'5','4',1526,'1','5',4,'3','1',4,'4',66,'3','3',2,'4',1,'1','1','1'
'1',42,'3','7',3965,'1','2',4,'3','1',3,'3',34,'3','2',1,'3',1,'1','1','2'
'2',11,'4','7',4771,'1','4',2,'3','1',4,'2',51,'3','2',1,'3',1,'1','1','1'
'4',54,'1','4',9436,'5','3',2,'3','1',2,'2',39,'3','2',1,'2',2,'1','1','1'
'2',30,'3','6',3832,'1','2',2,'4','1',1,'2',22,'3','2',1,'3',1,'1','1','1'
'4',24,'3','7',5943,'5','2',1,'2','1',1,'3',44,'3','2',2,'3',1,'2','1','2'
'4',15,'3','7',1213,'3','5',4,'3','1',3,'2',47,'2','2',1,'3',1,'2','1','1'
'4',18,'3','3',1568,'2','3',3,'2','1',4,'2',24,'3','1',1,'2',1,'1','1','1'
'1',24,'3','5',1755,'1','5',4,'2','3',4,'1',58,'3','2',1,'2',1,'2','1','1'
'1',10,'3','7',2315,'1','5',3,'3','1',4,'1',52,'3','2',1,'2',1,'1','1','1'
'4',12,'5','3',1412,'1','3',4,'2','3',2,'1',29,'3','2',2,'4',1,'2','1','1'
'2',18,'5','6',1295,'1','2',4,'2','1',1,'2',27,'3','2',2,'3',1,'1','1','1'
'2',36,'3','10',12612,'2','3',1,'3','1',4,'4',47,'3','3',1,'3',2,'2','1','2'
'1',18,'3','1',2249,'2','4',4,'3','1',3,'3',30,'3','2',1,'4',2,'2','1','1'
'1',12,'1','9',1108,'1','4',4,'3','1',3,'1',28,'3','2',2,'3',1,'1','1','2'
'4',12,'5','7',618,'1','5',4,'3','1',4,'1',56,'3','2',1,'3',1,'1','1','1'
'1',12,'5','4',1409,'1','5',4,'3','1',3,'1',54,'3','2',1,'3',1,'1','1','1'
'4',12,'5','7',797,'5','5',4,'2','1',3,'2',33,'1','2',1,'2',2,'1','1','2'
'3',24,'5','6',3617,'5','5',4,'3','2',4,'4',20,'3','1',2,'3',1,'1','1','1'
'2',12,'3','1',1318,'4','5',4,'3','1',4,'1',54,'3','2',1,'3',1,'2','1','1'
'2',54,'1','3',15945,'1','2',3,'3','1',4,'4',58,'3','1',1,'3',1,'2','1','2'
'4',12,'5','10',2012,'5','4',4,'2','1',2,'3',61,'3','2',1,'3',1,'1','1','1'
'2',18,'3','3',2622,'2','3',4,'3','1',4,'3',34,'3','2',1,'3',1,'1','1','1'
'2',36,'5','7',2337,'1','5',4,'3','1',4,'1',36,'3','2',1,'3',1,'1','1','1'
'2',20,'4','4',7057,'5','4',3,'3','1',4,'2',36,'1','1',2,'4',2,'2','1','1'
'4',24,'3','1',1469,'2','5',4,'4','1',4,'1',41,'3','1',1,'2',1,'1','1','1'
'2',36,'3','7',2323,'1','4',4,'3','1',4,'3',24,'3','1',1,'3',1,'1','1','1'
'4',6,'4','7',932,'1','3',3,'2','1',2,'1',24,'3','2',1,'3',1,'1','1','1'
'2',9,'5','6',1919,'1','4',4,'3','1',3,'3',35,'3','1',1,'3',1,'2','1','1'
'4',12,'3','4',2445,'5','2',2,'4','1',4,'3',26,'3','1',1,'3',1,'2','1','1'
'2',24,'5','5',11938,'1','3',2,'3','2',3,'3',39,'3','2',2,'4',2,'2','1','2'
'4',18,'2','1',6458,'1','5',2,'3','1',4,'4',39,'1','2',2,'4',2,'2','1','2'
'2',12,'3','1',6078,'1','4',2,'3','1',2,'3',32,'3','2',1,'3',1,'1','1','1'
'1',24,'3','6',7721,'5','2',1,'2','1',2,'2',30,'3','2',1,'3',1,'2','2','1'
'2',14,'3','3',1410,'3','5',1,'4','1',2,'1',35,'3','2',1,'3',1,'2','1','1'
'2',6,'4','3',1449,'2','5',1,'1','1',2,'3',31,'1','2',2,'3',2,'1','1','1'
'3',15,'3','10',392,'1','2',4,'2','1',4,'2',23,'3','1',1,'3',1,'2','1','1'
'2',18,'3','1',6260,'1','4',3,'3','1',3,'1',28,'3','1',1,'2',1,'1','1','1'
'4',36,'5','1',7855,'1','3',4,'2','1',2,'1',25,'2','2',2,'3',1,'2','1','2'
'1',12,'3','7',1680,'3','5',3,'4','1',1,'1',35,'3','2',1,'3',1,'1','1','1'
'4',48,'5','7',3578,'5','5',4,'3','1',1,'1',47,'3','2',1,'3',1,'2','1','1'
'1',42,'3','7',7174,'5','4',4,'2','1',3,'3',30,'3','2',1,'4',1,'2','1','2'
'1',10,'5','6',2132,'5','2',2,'2','2',3,'1',27,'3','1',2,'3',1,'1','2','1'
'1',33,'5','6',4281,'3','3',1,'2','1',4,'3',23,'3','2',2,'3',1,'1','1','2'
'2',12,'5','1',2366,'3','4',3,'1','1',3,'3',36,'3','2',1,'4',1,'2','1','1'
'1',21,'3','7',1835,'1','3',3,'2','1',2,'1',25,'3','2',2,'3',1,'2','1','2'
'4',24,'5','4',3868,'1','5',4,'2','1',2,'3',41,'3','1',2,'4',1,'2','1','1'
'4',12,'3','6',1768,'1','3',3,'3','1',2,'1',24,'3','1',1,'2',1,'1','1','1'
'3',10,'5','1',781,'1','5',4,'3','1',4,'4',63,'3','3',2,'3',1,'2','1','1'
'2',18,'3','6',1924,'5','2',4,'2','1',3,'1',27,'3','1',1,'3',1,'1','1','2'
'1',12,'5','1',2121,'1','3',4,'3','1',2,'2',30,'3','2',2,'3',1,'1','1','1'
'1',12,'3','7',701,'1','3',4,'4','1',2,'1',40,'3','2',1,'2',1,'1','1','1'
'2',12,'3','9',639,'1','3',4,'3','1',2,'3',30,'3','2',1,'3',1,'1','1','2'
'2',12,'5','4',1860,'1','1',4,'3','1',2,'3',34,'3','2',2,'4',1,'2','1','1'
'1',12,'5','1',3499,'1','3',3,'2','2',2,'1',29,'3','2',2,'3',1,'1','1','2'
'2',48,'3','1',8487,'5','4',1,'2','1',2,'3',24,'3','2',1,'3',1,'1','1','1'
'1',36,'4','10',6887,'1','3',4,'3','1',3,'2',29,'2','2',1,'3',1,'2','1','2'
'4',15,'3','6',2708,'1','2',2,'3','1',3,'2',27,'1','2',2,'2',1,'1','1','1'
'4',18,'3','6',1984,'1','3',4,'3','1',4,'4',47,'1','3',2,'3',1,'1','1','1'
'4',60,'3','7',10144,'2','4',2,'2','1',4,'1',21,'3','2',1,'3',1,'2','1','1'
'4',12,'5','7',1240,'5','5',4,'2','1',2,'1',38,'3','2',2,'3',1,'2','1','1'
'4',27,'4','4',8613,'4','3',2,'3','1',2,'3',27,'3','2',2,'3',1,'1','1','1'
'2',12,'3','7',766,'3','3',4,'3','1',3,'1',66,'3','2',1,'2',1,'1','1','2'
'2',15,'5','7',2728,'5','4',4,'3','3',2,'1',35,'1','2',3,'3',1,'2','1','1'
'3',12,'3','7',1881,'1','3',2,'2','1',2,'3',44,'3','1',1,'2',1,'2','1','1'
'3',6,'3','1',709,'4','2',2,'4','1',2,'1',27,'3','2',1,'1',1,'1','2','1'
'2',36,'3','7',4795,'1','2',4,'2','1',1,'4',30,'3','2',1,'4',1,'2','1','1'
'1',27,'3','7',3416,'1','3',3,'3','1',2,'3',27,'3','2',1,'4',1,'1','1','1'
'1',18,'3','6',2462,'1','3',2,'3','1',2,'3',22,'3','2',1,'3',1,'1','1','2'
'4',21,'5','6',2288,'1','2',4,'2','1',4,'2',23,'3','2',1,'3',1,'2','1','1'
'2',48,'2','3',3566,'2','4',4,'3','1',2,'3',30,'3','2',1,'3',1,'1','1','1'
'1',6,'5','1',860,'1','5',1,'2','1',4,'4',39,'3','2',2,'3',1,'2','1','1'
'4',12,'5','1',682,'2','4',4,'2','1',3,'3',51,'3','2',2,'3',1,'2','1','1'
'1',36,'5','6',5371,'1','3',3,'3','3',2,'2',28,'3','2',2,'3',1,'1','1','1'
'4',18,'5','7',1582,'4','5',4,'3','1',4,'3',46,'3','2',2,'3',1,'1','1','1'
'4',6,'3','7',1346,'2','5',2,'3','1',4,'4',42,'1','3',1,'3',2,'2','1','1'
'4',10,'3','7',1924,'1','3',1,'3','1',4,'2',38,'3','2',1,'3',1,'2','2','1'
'3',36,'3','7',5848,'1','3',4,'3','1',1,'3',24,'3','2',1,'3',1,'1','1','1'
'2',24,'5','4',7758,'4','5',2,'2','1',4,'4',29,'3','1',1,'3',1,'1','1','1'
'2',24,'4','3',6967,'2','4',4,'3','1',4,'3',36,'3','1',1,'4',1,'2','1','1'
'1',12,'3','6',1282,'1','3',2,'2','1',4,'3',20,'3','1',1,'3',1,'1','1','2'
'1',9,'5','9',1288,'2','5',3,'3','3',4,'1',48,'3','2',2,'3',2,'1','2','1'
'1',12,'2','2',339,'1','5',4,'4','1',1,'3',45,'1','2',1,'2',1,'1','1','1'
'2',24,'3','1',3512,'2','4',2,'3','1',3,'3',38,'1','2',2,'3',1,'2','1','1'
'4',6,'5','7',1898,'5','3',1,'3','1',2,'1',34,'3','2',2,'2',2,'1','1','1'
'4',24,'5','7',2872,'2','5',3,'3','1',4,'1',36,'3','2',1,'3',2,'2','1','1'
'4',18,'5','1',1055,'1','2',4,'2','1',1,'2',30,'3','2',2,'3',1,'1','1','1'
'4',15,'3','8',1262,'3','4',4,'3','1',3,'2',36,'3','2',2,'3',1,'2','1','1'
'2',10,'3','1',7308,'1','1',2,'3','1',4,'4',70,'1','3',1,'4',1,'2','1','1'
'4',36,'3','1',909,'3','5',4,'3','1',4,'2',36,'3','2',1,'3',1,'1','1','1'
'4',6,'3','6',2978,'3','3',1,'3','1',2,'3',32,'3','2',1,'3',1,'2','1','1'
'1',18,'3','6',1131,'1','1',4,'2','1',2,'3',33,'3','2',1,'3',1,'1','1','2'
'2',11,'3','6',1577,'4','2',4,'2','1',1,'1',20,'3','2',1,'3',1,'1','1','1'
'4',24,'3','6',3972,'1','4',2,'2','1',4,'2',25,'3','1',1,'3',1,'2','1','1'
'2',24,'5','3',1935,'1','5',4,'1','1',4,'1',31,'3','2',2,'3',1,'2','1','2'
'1',15,'1','1',950,'1','5',4,'3','1',3,'3',33,'3','1',2,'3',2,'1','1','2'
'4',12,'3','6',763,'1','3',4,'2','1',1,'1',26,'3','2',1,'3',1,'2','1','1'
'2',24,'4','6',2064,'1','1',3,'2','1',2,'2',34,'3','2',1,'4',1,'2','1','2'
'2',8,'3','7',1414,'1','3',4,'3','3',2,'1',33,'3','2',1,'3',1,'1','2','1'
'1',21,'4','10',3414,'1','2',2,'3','1',1,'2',26,'3','2',2,'3',1,'1','1','2'
'4',30,'2','4',7485,'5','1',4,'2','1',1,'1',53,'1','2',1,'4',1,'2','1','2'
'1',12,'3','6',2577,'1','3',2,'1','1',1,'3',42,'3','2',1,'3',1,'1','1','1'
'1',6,'5','7',338,'3','5',4,'3','1',4,'3',52,'3','2',2,'3',1,'1','1','1'
'4',12,'3','7',1963,'1','4',4,'3','1',2,'3',31,'3','1',2,'4',2,'2','1','1'
'1',21,'5','1',571,'1','5',4,'3','1',4,'1',65,'3','2',2,'3',1,'1','1','1'
'4',36,'4','3',9572,'1','2',1,'1','1',1,'3',28,'3','2',2,'3',1,'1','1','2'
'2',36,'4','3',4455,'1','3',2,'1','1',2,'1',30,'2','2',2,'4',1,'2','1','2'
'1',21,'2','1',1647,'5','3',4,'3','1',2,'2',40,'3','2',2,'2',2,'1','1','2'
'4',24,'5','6',3777,'4','3',4,'3','1',4,'1',50,'3','2',1,'3',1,'2','1','1'
'2',18,'5','1',884,'1','5',4,'3','1',4,'3',36,'1','2',1,'3',2,'2','1','2'
'4',15,'5','7',1360,'1','3',4,'3','1',2,'2',31,'3','2',2,'3',1,'1','1','1'
'2',9,'2','4',5129,'1','5',2,'2','1',4,'4',74,'1','3',1,'4',2,'2','1','2'
'2',16,'5','1',1175,'1','1',2,'3','1',3,'3',68,'3','3',3,'1',1,'2','1','1'
'1',12,'3','7',674,'2','4',4,'4','1',1,'2',20,'3','2',1,'3',1,'1','1','2'
'2',18,'1','6',3244,'1','3',1,'2','1',4,'3',33,'1','2',2,'3',1,'2','1','1'
'4',24,'3','3',4591,'4','3',2,'3','1',3,'2',54,'3','2',3,'4',1,'2','1','2'
'2',48,'1','3',3844,'2','4',4,'3','1',4,'4',34,'3','3',1,'2',2,'1','1','2'
'2',27,'3','3',3915,'1','3',4,'3','1',2,'3',36,'3','2',1,'3',2,'2','1','2'
'4',6,'3','7',2108,'1','4',2,'4','1',2,'1',29,'3','1',1,'3',1,'1','1','1'
'2',45,'3','7',3031,'2','3',4,'3','3',4,'2',21,'3','1',1,'3',1,'1','1','2'
'2',9,'5','10',1501,'1','5',2,'2','1',3,'3',34,'3','2',2,'4',1,'2','1','2'
'4',6,'5','7',1382,'1','3',1,'2','1',1,'3',28,'3','2',2,'3',1,'2','1','1'
'2',12,'3','6',951,'2','2',4,'2','1',4,'3',27,'1','1',4,'3',1,'1','1','2'
'2',24,'3','4',2760,'5','5',4,'3','1',4,'4',36,'1','3',1,'3',1,'2','1','1'
'2',18,'4','6',4297,'1','5',4,'1','1',3,'4',40,'3','2',1,'4',1,'2','1','2'
'4',9,'5','10',936,'3','5',4,'3','1',2,'3',52,'3','2',2,'3',1,'2','1','1'
'1',12,'3','1',1168,'1','3',4,'4','1',3,'1',27,'3','2',1,'2',1,'1','1','1'
'4',27,'4','3',5117,'1','4',3,'3','1',4,'3',26,'3','2',2,'3',1,'1','1','1'
'1',12,'3','2',902,'1','4',4,'4','1',4,'2',21,'3','1',1,'3',1,'1','1','2'
'4',12,'5','1',1495,'1','5',4,'3','1',1,'1',38,'3','2',2,'2',2,'1','1','1'
'1',30,'5','4',10623,'1','5',3,'3','1',4,'4',38,'3','3',3,'4',2,'2','1','1'
'4',12,'5','6',1935,'1','5',4,'3','1',4,'1',43,'3','2',3,'3',1,'2','1','1'
'2',12,'5','8',1424,'1','4',4,'3','1',3,'2',26,'3','2',1,'3',1,'1','1','1'
'1',24,'3','3',6568,'1','3',2,'4','1',2,'3',21,'2','2',1,'2',1,'1','1','1'
'4',12,'3','4',1413,'4','4',3,'3','1',2,'2',55,'3','2',1,'3',1,'1','2','1'
'4',9,'5','7',3074,'5','3',1,'3','1',2,'1',33,'3','2',2,'3',2,'1','1','1'
'4',36,'3','7',3835,'5','5',2,'2','1',4,'1',45,'3','2',1,'2',1,'2','1','1'
'1',27,'1','3',5293,'1','1',2,'3','1',4,'2',50,'2','2',2,'3',1,'2','1','2'
'3',30,'4','3',1908,'1','5',4,'3','1',4,'1',66,'3','2',1,'4',1,'2','1','2'
'4',36,'5','7',3342,'5','5',4,'3','1',2,'3',51,'3','2',1,'3',1,'2','1','1'
'2',6,'5','2',932,'5','4',1,'2','1',3,'2',39,'3','2',2,'2',1,'1','1','1'
'1',18,'1','3',3104,'1','4',3,'3','1',1,'2',31,'1','2',1,'3',1,'2','1','1'
'3',36,'3','7',3913,'1','3',2,'3','1',2,'1',23,'3','2',1,'3',1,'2','1','1'
'1',24,'3','6',3021,'1','3',2,'1','1',2,'1',24,'3','1',1,'2',1,'1','1','1'
'4',10,'3','1',1364,'1','3',2,'2','1',4,'3',64,'3','2',1,'3',1,'2','1','1'
'2',12,'3','7',625,'1','2',4,'4','3',1,'1',26,'1','2',1,'2',1,'1','1','1'
'1',12,'3','10',1200,'5','3',4,'2','1',4,'2',23,'1','1',1,'3',1,'2','1','1'
'4',12,'3','7',707,'1','3',4,'3','1',2,'1',30,'1','2',2,'3',1,'1','1','1'
'4',24,'4','3',2978,'5','3',4,'3','1',4,'1',32,'3','2',2,'3',2,'2','1','1'
'4',15,'3','4',4657,'1','3',3,'3','1',2,'3',30,'3','2',1,'3',1,'2','1','1'
'4',36,'1','9',2613,'1','3',4,'3','1',2,'3',27,'3','2',2,'3',1,'1','1','1'
'2',48,'3','7',10961,'4','4',1,'3','2',2,'4',27,'1','2',2,'3',1,'2','1','2'
'1',12,'3','6',7865,'1','5',4,'3','1',4,'4',53,'3','3',1,'4',1,'2','1','2'
'4',9,'3','7',1478,'1','4',4,'3','1',2,'3',22,'3','2',1,'3',1,'1','1','2'
'1',24,'3','6',3149,'1','2',4,'3','1',1,'4',22,'1','3',1,'3',1,'1','1','1'
'3',36,'3','7',4210,'1','3',4,'3','1',2,'3',26,'3','2',1,'3',1,'1','1','2'
'4',9,'3','1',2507,'3','5',2,'3','1',4,'4',51,'3','3',1,'2',1,'1','1','1'
'4',12,'3','7',2141,'2','4',3,'3','1',1,'4',35,'3','2',1,'3',1,'1','1','1'
'2',18,'3','7',866,'1','3',4,'4','3',2,'1',25,'3','2',1,'2',1,'1','1','1'
'4',4,'5','7',1544,'1','4',2,'3','1',1,'1',42,'3','2',3,'2',2,'1','1','1'
'1',24,'3','7',1823,'1','1',4,'3','1',2,'3',30,'2','2',1,'4',2,'1','1','2'
'2',6,'3','1',14555,'5','1',1,'3','1',2,'2',23,'3','2',1,'1',1,'2','1','2'
'2',21,'3','3',2767,'2','5',4,'1','1',2,'3',61,'1','1',2,'2',1,'1','1','2'
'4',12,'5','7',1291,'1','3',4,'2','1',2,'2',35,'3','2',2,'3',1,'1','1','1'
'1',30,'3','7',2522,'1','5',1,'3','3',3,'2',39,'3','2',1,'3',2,'1','1','1'
'1',24,'3','1',915,'5','5',4,'2','1',2,'3',29,'1','2',1,'3',1,'1','1','2'
'4',6,'3','7',1595,'1','4',3,'3','1',2,'2',51,'3','2',1,'3',2,'1','1','1'
'1',48,'1','4',4605,'1','5',3,'3','1',4,'4',24,'3','3',2,'3',2,'1','1','2'
'4',12,'5','3',1185,'1','3',3,'2','1',2,'1',27,'3','2',2,'3',1,'1','1','1'
'4',12,'2','2',3447,'3','3',4,'2','1',3,'1',35,'3','2',1,'2',2,'1','1','1'
'4',24,'3','3',1258,'1','4',4,'3','1',1,'1',25,'3','2',1,'3',1,'2','1','1'
'4',12,'5','7',717,'1','5',4,'3','1',4,'1',52,'3','2',3,'3',1,'1','1','1'
'4',6,'1','1',1204,'2','3',4,'3','1',1,'4',35,'1','1',1,'3',1,'1','2','1'
'3',24,'3','6',1925,'1','3',2,'3','1',2,'1',26,'3','2',1,'3',1,'1','1','1'
'4',18,'3','7',433,'1','1',3,'2','2',4,'1',22,'3','1',1,'3',1,'1','1','2'
'1',6,'5','1',666,'4','4',3,'2','1',4,'1',39,'3','2',2,'2',1,'2','1','1'
'3',12,'3','6',2251,'1','3',1,'2','1',2,'3',46,'3','2',1,'2',1,'1','1','1'
'2',30,'3','1',2150,'1','3',4,'2','3',2,'4',24,'1','2',1,'3',1,'1','1','2'
'4',24,'4','6',4151,'2','3',2,'3','1',3,'2',35,'3','2',2,'3',1,'1','1','1'
'2',9,'3','6',2030,'5','4',2,'3','1',1,'3',24,'3','2',1,'3',1,'2','1','1'
'2',60,'4','7',7418,'5','3',1,'3','1',1,'1',27,'3','2',1,'2',1,'1','1','1'
