@relation R_data_frame

@attribute V1 {1,2}
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 {1,2,3}
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute V8 {1,2}
@attribute V9 {1,2}
@attribute V10 numeric
@attribute V11 {1,2}
@attribute V12 {1,2,3}
@attribute V13 numeric
@attribute V14 numeric
@attribute Class {1,2}

@data
2,2925,1479,2,6,4,504,2,2,5,2,2,168,1,2
1,2858,354,2,3,5,5,2,1,0,2,2,171,1,1
2,3458,0,2,8,4,0,1,1,0,1,3,184,1,1
2,2342,585,2,8,8,85,2,1,0,1,2,180,1,1
2,25,1125,2,8,4,25,2,2,17,1,2,200,1209,2
1,1875,75,2,11,4,271,2,2,5,1,2,184,26727,2
2,1708,25,2,11,4,335,1,2,4,1,2,160,9,1
1,1608,335,2,1,1,0,1,2,1,1,2,160,127,1
2,3292,25,2,6,4,175,1,2,2,2,2,720,1,1
1,2033,10,2,8,8,1,2,2,4,1,2,50,1466,2
1,2175,175,1,5,3,0,1,1,0,1,2,160,1,1
2,3317,104,2,12,8,65,2,1,0,2,2,164,31286,2
1,2533,2085,2,8,8,275,2,1,0,2,2,360,2,1
1,2475,3,2,11,8,1835,2,2,19,1,2,0,501,2
2,3083,0,2,9,4,125,2,2,1,1,2,202,1,2
2,2075,5085,1,5,4,29,1,1,0,1,2,140,185,1
1,4033,8125,1,4,4,165,1,2,2,1,2,184,19,1
2,2942,125,2,8,8,25,1,2,2,2,2,400,109,1
2,4092,5,1,7,4,5,1,1,0,2,2,130,1,1
1,295,46,2,4,4,54,2,2,4,1,2,380,501,2
2,5442,5,1,4,8,396,2,1,0,1,2,180,315,2
2,34,55,1,8,4,15,1,1,0,2,2,60,1,1
2,25,12,2,4,4,225,2,2,2,2,2,120,6,1
1,2658,254,1,1,1,0,1,1,0,2,2,180,61,1
1,3308,4625,2,11,8,1625,2,2,2,1,2,0,1,2
2,3367,2165,2,8,4,15,1,1,0,1,3,120,1,1
2,3617,55,2,3,5,5,1,1,0,1,2,210,688,1
2,195,29,2,4,4,29,1,1,0,1,2,280,365,1
2,2417,875,2,11,4,4625,2,2,2,2,2,520,2001,2
1,305,65,2,8,5,4,2,2,7,2,2,0,3066,2
2,20,7,2,8,4,5,1,1,0,1,2,0,1,1
2,2533,58,2,8,4,29,2,2,7,2,2,96,5125,2
2,2958,475,2,7,4,2,1,2,1,2,2,460,69,1
2,4317,225,2,3,5,75,2,1,0,1,2,560,1,1
2,2875,1165,2,4,4,5,2,1,0,1,1,280,1,1
2,3157,3,1,3,5,7,1,1,0,1,2,0,2,1
2,2025,996,2,10,2,0,2,1,0,1,2,0,1,2
2,45,85,2,13,8,14,2,2,1,2,2,88,2001,2
1,2283,229,2,11,8,229,2,2,7,2,2,140,2385,2
1,2067,3,2,11,4,165,2,2,3,1,2,100,7,2
2,2783,15,2,9,4,225,1,2,1,2,2,100,4,1
2,4092,225,1,14,8,10,2,1,0,2,2,176,1,1
2,5642,28,1,8,4,285,2,2,40,1,2,0,16,2
1,6408,165,2,1,1,0,2,2,1,1,2,232,101,2
1,2242,1125,1,14,8,75,2,2,4,1,2,0,322,2
1,2433,25,1,3,5,45,1,1,0,1,2,200,457,1
1,695,6,2,1,1,0,1,1,0,1,1,0,1,1
2,3558,75,2,4,4,15,1,1,0,2,2,231,1,1
2,4833,12,2,7,4,16,2,1,0,1,1,110,1,2
1,2808,15,1,10,9,0,2,1,0,1,2,0,13213,2
2,3517,25,2,4,4,45,2,2,7,1,2,150,1271,2
2,495,7585,2,3,5,7585,2,2,15,2,2,0,5001,2
2,8025,55,2,8,4,54,2,1,0,1,2,0,341,1
2,2925,13,2,2,8,5,1,1,0,1,2,228,1,1
1,1692,5,2,3,4,165,1,2,6,2,2,240,36,1
1,16,165,2,6,4,1,1,2,2,2,2,320,2,1
2,6008,145,2,1,1,18,2,2,15,2,2,0,1001,2
2,28,2,2,4,8,4165,2,2,2,2,2,181,1,2
2,415,154,2,3,5,35,1,1,0,1,2,216,1,2
2,2408,9,2,6,4,25,1,1,0,2,2,0,1,1
2,245,13335,1,6,4,4,1,1,0,2,2,120,476,1
2,3475,15,2,12,7,5375,2,2,9,2,2,0,135,2
2,3367,125,2,9,4,1165,1,1,0,1,2,120,1,1
1,4083,10,2,11,8,175,2,1,0,1,2,29,838,2
2,2042,1835,2,8,4,225,2,2,1,1,2,100,151,2
2,375,1125,1,2,4,15,1,1,0,2,2,431,1,2
2,485,425,2,7,4,125,2,1,0,2,2,225,1,2
2,23,75,2,7,4,5,1,1,0,2,1,320,1,1
2,35,3375,2,8,8,829,1,1,0,2,2,0,1,1
2,1633,275,2,6,4,665,1,2,1,1,2,80,22,1
2,2267,105,2,11,8,1335,2,1,0,1,2,100,1,2
1,2175,1175,2,8,4,25,1,1,0,2,2,180,1,1
1,2508,254,1,6,4,25,2,1,0,2,2,370,1,2
2,3633,2125,1,9,4,85,2,2,1,1,2,50,1188,2
1,2858,375,2,8,4,25,1,2,1,2,2,40,155,1
2,2217,12125,2,8,4,3335,1,2,2,2,2,180,174,1
2,3417,154,2,13,4,154,2,2,1,2,2,520,50001,2
2,35,25,2,3,4,1,1,1,0,2,2,210,1,1
2,2858,3625,2,6,4,25,1,1,0,2,2,100,1,1
1,1917,5415,2,3,8,29,1,1,0,1,2,80,485,1
2,2325,1,2,8,4,835,2,1,0,1,1,300,1,2
2,165,125,2,8,4,165,1,1,0,1,2,132,1,1
1,2008,125,2,11,4,1,1,2,1,1,2,240,769,2
2,2233,11,2,9,4,2,2,2,1,1,2,80,279,2
2,34,5085,1,3,5,1085,1,1,0,2,2,480,1,1
1,5708,335,2,3,5,1,2,1,0,2,2,252,2198,1
2,1625,835,2,7,4,85,2,1,0,1,1,200,1,1
2,3283,25,2,13,8,275,2,2,6,1,2,160,2073,2
2,4825,25085,2,9,4,175,2,2,3,1,2,120,15,2
2,3417,275,2,3,5,25,1,1,0,2,2,232,201,1
2,1833,121,1,10,2,0,1,1,0,1,2,100,1,1
2,4425,5,2,7,4,1075,2,1,0,1,1,400,1,1
2,3892,175,2,4,4,5,1,1,0,2,2,300,3,1
2,3158,75,1,6,4,35,1,1,0,2,2,320,1,1
2,2508,171,2,14,4,1665,2,2,1,2,2,395,21,2
2,6542,11,2,10,9,20,2,2,7,2,2,22,1,2
2,4133,0,2,8,5,15,2,1,0,1,2,0,1,2
2,3125,1125,2,1,1,0,1,2,1,1,2,96,20,1
1,3675,471,2,1,1,0,1,1,0,1,2,160,1,1
2,3233,75,2,10,5,1585,2,1,0,2,1,420,1,1
1,3192,3125,2,1,1,304,1,2,2,2,2,200,5,1
2,2483,275,2,8,4,225,2,2,6,1,2,184,601,2
2,2192,54,1,14,4,4,2,2,1,2,2,840,60,2
2,3425,3,2,13,8,7415,2,1,0,2,2,0,1,2
2,5183,3,1,1,1,15,1,1,0,1,2,180,5,1
1,3157,15,2,1,1,0,1,2,2,2,2,200,106,1
2,3842,705,2,8,4,375,1,2,2,1,2,225,501,1
2,3917,171,2,14,4,125,2,2,5,2,2,480,1,2
2,1817,246,2,8,7,96,1,2,2,2,2,160,588,1
2,39,5,2,13,4,35,2,2,10,2,2,0,1,2
2,20,11045,2,8,4,2,1,1,0,2,2,136,1,1
2,3275,2335,2,2,8,575,1,1,0,2,2,292,1,1
2,1858,571,2,2,4,54,1,1,0,1,2,120,1,1
1,1583,7625,2,11,4,125,1,2,1,2,2,0,161,1
2,3933,5875,2,13,8,10,2,2,14,2,2,399,1,2
1,1958,665,2,9,4,1665,1,1,0,1,2,220,6,1
2,2133,105,2,8,4,3,2,1,0,2,2,0,1,2
1,2267,75,2,8,4,2,1,2,2,2,2,200,395,1
2,2567,325,2,8,8,229,1,2,1,2,2,416,22,1
2,2108,10085,1,10,8,125,1,1,0,1,2,260,1,1
1,49,15,2,5,3,0,2,1,0,2,2,100,28,1
2,2067,529,2,11,4,375,2,2,1,1,2,160,1,1
1,1967,21,2,11,8,29,2,2,11,1,2,80,100,2
2,2183,25,2,2,8,665,2,1,0,2,2,0,1,2
2,2683,54,2,4,1,0,1,1,0,1,2,100,1,1
1,3858,5,2,13,4,135,2,1,0,2,2,980,1,1
1,5008,1254,2,6,4,229,2,2,3,2,2,156,1,2
1,1575,375,2,8,4,1,1,1,0,1,2,120,19,1
1,245,1275,2,8,5,475,2,2,2,1,2,73,445,2
2,21,479,1,9,4,225,2,2,1,2,2,80,301,2
2,2208,11,2,13,4,665,2,1,0,1,2,100,1,2
2,5458,9415,2,1,1,14415,2,2,11,2,2,30,301,2
2,1808,55,2,4,4,5,2,1,0,1,2,80,1,2
2,3667,4415,1,4,4,25,2,2,10,2,2,320,1,2
2,3817,10125,2,14,4,25,2,2,6,1,2,520,197,2
2,2183,154,2,4,4,85,1,1,0,2,2,356,1,1
1,5192,65,2,3,5,3085,1,1,0,2,2,73,1,1
2,2217,225,2,3,4,125,1,1,0,1,2,160,11,1
2,5242,15,2,2,4,375,1,1,0,2,2,0,351,1
1,6092,5,2,6,4,4,2,2,4,1,2,0,100,2
2,2017,5625,2,9,4,171,2,1,0,1,1,120,1,2
2,2325,4,2,8,5,25,2,1,0,2,2,160,1,2
2,3617,42,1,9,4,29,1,1,0,2,2,309,3,1
1,4225,175,1,8,4,0,1,1,0,2,2,150,2,1
2,2358,835,2,3,8,85,1,1,0,2,2,220,6,1
1,36,1,2,8,4,2,2,2,11,1,2,0,457,2
2,3958,5,2,1,1,0,1,2,2,1,2,17,2,1
1,1883,4415,1,8,8,3,2,1,0,1,2,240,1,2
2,2725,625,2,6,4,455,2,1,0,2,2,200,1,1
2,3242,3,2,2,4,165,1,1,0,2,2,120,1,1
2,1942,15,1,13,4,2,2,1,0,2,2,100,21,1
1,2258,1075,2,11,4,415,2,2,5,2,2,0,561,2
2,3992,621,2,11,4,4,2,2,1,1,2,200,301,2
2,2267,165,2,8,3,225,1,1,0,2,1,0,1,2
1,2342,79,1,11,4,15,2,2,2,2,2,80,401,2
1,30,529,2,10,2,225,2,2,5,2,2,99,501,2
1,4033,754,1,11,8,8,2,2,14,1,2,0,2301,2
1,3675,5125,2,10,4,5,2,1,0,2,2,0,4001,2
2,31,2085,2,8,4,85,1,1,0,1,2,300,1,1
1,2517,2875,2,14,8,875,2,1,0,1,2,360,1,2
2,2742,125,2,6,5,25,1,1,0,2,2,720,1,1
2,3157,4,2,14,4,5,2,2,3,2,2,290,2280,2
2,3408,65,2,6,4,125,2,1,0,2,2,443,1,1
2,2208,2335,2,4,4,75,1,1,0,1,2,180,1,1
2,3108,3085,2,8,4,25,1,2,2,2,2,160,42,1
2,3157,5,2,8,5,835,2,1,0,2,1,320,1,1
2,16,3125,2,9,4,85,1,2,1,1,2,0,7,1
2,2725,1665,2,13,8,5085,2,2,9,1,2,399,828,2
2,2517,3,2,8,4,125,1,2,1,1,2,0,23,1
2,6775,55,2,10,9,13,2,2,1,2,2,0,1,2
1,1883,95,2,9,4,1625,2,2,6,2,2,40,601,2
1,2725,29,2,7,8,125,1,2,1,2,2,272,109,1
1,1958,665,1,8,4,1,1,2,1,1,2,2000,3,1
2,3075,1585,2,2,4,585,1,1,0,2,1,0,1,1
1,5025,835,2,6,4,5,1,1,0,2,2,240,118,1
2,3108,15,1,9,4,4,1,1,0,1,1,160,1,1
2,5158,15,2,8,4,85,2,2,9,1,2,0,1,2
1,3658,29,2,1,1,0,1,2,10,1,2,200,19,1
2,3358,275,2,7,4,425,2,2,6,1,2,204,1,2
1,2083,3,2,6,4,4,2,1,0,1,2,100,1,2
2,3617,18125,2,9,4,85,1,1,0,1,2,320,3553,1
2,5075,585,2,1,1,0,1,1,0,1,2,145,1,1
1,2358,83,2,11,4,415,1,2,1,2,2,200,12,1
2,3517,45,2,14,8,575,1,1,0,2,1,711,1,2
1,5842,21,2,3,5,10,2,2,13,1,2,0,6701,2
2,2825,875,2,7,4,96,2,2,3,2,2,396,1,2
2,3157,625,2,4,4,25,1,1,0,1,2,380,2011,1
1,3175,3,1,5,3,0,1,1,0,1,2,160,21,1
2,1942,65,2,9,8,146,2,2,7,1,2,80,2955,2
2,3908,6,2,7,4,129,2,2,5,2,2,108,1098,2
2,1708,329,2,3,4,335,1,1,0,2,2,140,3,1
2,4483,7,1,8,4,1625,1,1,0,1,2,160,3,1
2,1625,0,1,6,4,25,1,1,0,1,2,60,1,1
1,4117,65,2,11,4,5,2,2,3,2,2,145,1,2
2,2892,15,2,8,8,5335,2,2,11,1,2,0,2284,2
1,2617,2,2,5,3,0,1,1,0,2,2,276,2,1
2,3858,3335,2,9,4,4,2,2,14,1,2,383,1345,2
2,2517,6,2,8,4,1,2,2,3,1,2,0,1,2
1,2817,375,2,11,4,585,2,2,4,1,2,80,1,2
2,7342,1775,2,1,1,0,2,1,0,2,2,0,1,2
2,225,115,1,7,4,15,1,1,0,2,2,0,4001,1
1,2717,125,2,1,1,0,1,2,1,1,2,92,301,1
1,1917,8585,2,13,8,75,2,2,7,1,2,96,1,2
1,2558,0,2,8,4,0,1,1,0,1,3,184,1,2
2,3157,4,1,2,4,425,1,1,0,2,2,460,1,1
1,225,85,2,11,4,175,2,2,10,1,2,80,991,1
1,2292,125,2,11,4,25,1,1,0,2,2,120,810,1
2,2325,12625,2,8,4,125,1,2,2,1,2,0,5553,1
1,295,1085,1,14,4,1,1,1,0,1,2,280,14,1
1,32,6,2,2,4,125,1,1,0,1,2,272,1,1
2,27,15,1,9,4,375,2,1,0,2,2,260,1066,2
2,1933,10915,2,8,5,585,1,2,2,2,2,200,8,1
2,3575,2415,2,9,4,125,1,2,2,1,2,220,2,1
2,1883,0,2,11,4,665,1,1,0,1,2,160,2,1
1,2875,375,2,8,4,1085,2,2,1,2,2,371,1,2
2,3442,425,2,3,5,325,2,2,2,1,2,274,611,2
1,3325,3,1,6,4,2,1,1,0,1,2,180,1,1
2,5392,9625,2,10,4,8665,2,2,5,1,2,0,1,2
2,2525,1,2,6,4,5,1,1,0,1,2,200,1,1
2,3242,2165,1,4,1,0,1,1,0,1,2,120,1,1
1,2108,5,1,1,1,0,1,1,0,1,2,0,1,1
1,565,16,2,5,1,0,2,2,15,1,2,0,248,2
2,3225,165,1,8,8,325,2,2,1,2,2,432,8001,2
1,205,11835,2,8,8,6,2,1,0,1,2,340,1,2
1,3025,55,2,4,4,55,1,1,0,2,1,100,1,1
1,2458,67,2,6,8,175,2,1,0,1,2,400,1,1
2,2317,11125,2,14,8,46,2,2,1,1,2,100,1,2
1,3157,1125,2,1,1,0,1,1,0,1,2,184,5201,1
1,3233,54,2,13,4,4,2,1,0,1,2,440,11178,2
2,2392,15,2,2,8,1875,2,2,6,1,2,200,328,2
2,3675,125,1,8,4,15,1,1,0,2,2,232,114,2
2,2983,125,1,4,4,25,1,1,0,1,2,224,1,1
1,2408,5,2,11,8,125,2,2,1,1,2,0,679,2
2,2117,25,1,8,8,25,1,1,0,1,2,280,205,1
2,3142,155,2,8,4,5,2,1,0,1,2,120,1,1
2,2283,3,2,7,4,129,2,2,1,1,2,260,801,2
2,375,175,1,8,5,25,2,1,0,2,2,164,401,1
1,2483,45,2,9,4,1,1,1,0,2,2,360,7,1
2,3633,379,2,9,4,1165,2,1,0,2,2,200,1,1
1,4725,75,2,11,8,275,2,2,1,1,2,333,893,2
2,3208,4,1,13,4,15,1,1,0,2,2,120,1,1
1,3058,10665,2,11,8,85,1,2,12,2,2,129,4,1
2,2783,154,2,9,4,375,2,2,5,2,2,100,4,2
