@relation data
@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute class {'1','2','3'}
@data
1,24904,3836,5330,3443,454,3178,'3'
1,11405,596,1638,3347,69,360,'3'
1,12754,2762,2530,8693,627,1117,'3'
2,9198,27472,32034,3232,18906,5130,'3'
1,11314,3090,2062,35009,71,2698,'3'
2,5626,12220,11323,206,5038,244,'3'
1,3,2920,6252,440,223,709,'3'
2,23,2616,8118,145,3874,217,'3'
1,403,254,610,774,54,63,'3'
1,503,112,778,895,56,132,'3'
1,9658,2182,1909,5639,215,323,'3'
2,11594,7779,12144,3252,8035,3029,'3'
2,1420,10810,16267,1593,6766,1838,'3'
2,2932,6459,7677,2561,4573,1386,'3'
1,56082,3504,8906,18028,1480,2498,'3'
1,14100,2132,3445,1336,1491,548,'3'
1,15587,1014,3970,910,139,1378,'3'
2,1454,6337,10704,133,6830,1831,'3'
2,8797,10646,14886,2471,8969,1438,'3'
2,1531,8397,6981,247,2505,1236,'3'
2,1406,16729,28986,673,836,3,'3'
1,11818,1648,1694,2276,169,1647,'3'
2,12579,11114,17569,805,6457,1519,'3'
1,19046,2770,2469,8853,483,2708,'3'
1,14438,2295,1733,3220,585,1561,'3'
1,18044,1080,2000,2555,118,1266,'3'
1,11134,793,2988,2715,276,610,'3'
1,11173,2521,3355,1517,310,222,'3'
1,6990,3880,5380,1647,319,1160,'3'
1,20049,1891,2362,5343,411,933,'3'
1,8258,2344,2147,3896,266,635,'3'
1,17160,1200,3412,2417,174,1136,'3'
1,4020,3234,1498,2395,264,255,'3'
1,12212,201,245,1991,25,860,'3'
2,11170,10769,8814,2194,1976,143,'3'
1,36050,1642,2961,4787,500,1621,'3'
1,76237,3473,7102,16538,778,918,'3'
1,19219,1840,1658,8195,349,483,'3'
2,21465,7243,10685,880,2386,2749,'3'
1,140,8847,3823,142,1062,3,'3'
1,42312,926,1510,1718,410,1819,'3'
1,7149,2428,699,6316,395,911,'3'
1,2101,589,314,346,70,310,'3'
1,14903,2032,2479,576,955,328,'3'
1,9434,1042,1235,436,256,396,'3'
1,7388,1882,2174,720,47,537,'3'
1,6300,1289,2591,1170,199,326,'3'
1,4625,8579,7030,4575,2447,1542,'3'
1,3087,8080,8282,661,721,36,'3'
1,13537,4257,5034,155,249,3271,'3'
1,5387,4979,3343,825,637,929,'3'
1,17623,4280,7305,2279,960,2616,'3'
1,30379,13252,5189,321,51,1450,'3'
1,37036,7152,8253,2995,20,3,'3'
1,10405,1596,1096,8425,399,318,'3'
1,18827,3677,1988,118,516,201,'3'
2,22039,8384,34792,42,12591,4430,'3'
1,7769,1936,2177,926,73,520,'3'
1,9203,3373,2707,1286,1082,526,'3'
1,5924,584,542,4052,283,434,'3'
1,31812,1433,1651,800,113,1440,'3'
1,16225,1825,1765,853,170,1067,'3'
1,1289,3328,2022,531,255,1774,'3'
1,18840,1371,3135,3001,352,184,'3'
1,3463,9250,2368,779,302,1627,'3'
1,622,55,137,75,7,8,'3'
2,1989,10690,19460,233,11577,2153,'3'
2,3830,5291,14855,317,6694,3182,'3'
1,17773,1366,2474,3378,811,418,'3'
2,2861,6570,9618,930,4004,1682,'3'
2,355,7704,14682,398,8077,303,'3'
2,1725,3651,12822,824,4424,2157,'3'
1,12434,540,283,1092,3,2233,'3'
1,15177,2024,3810,2665,232,610,'3'
2,5531,15726,26870,2367,13726,446,'3'
2,5224,7603,8584,2540,3674,238,'3'
2,15615,12653,19858,4425,7108,2379,'3'
2,4822,6721,9170,993,4973,3637,'3'
1,2926,3195,3268,405,1680,693,'3'
1,5809,735,803,1393,79,429,'3'
1,5414,717,2155,2399,69,750,'3'
2,260,8675,13430,1116,7015,323,'3'
2,200,25862,19816,651,8773,6250,'3'
1,955,5479,6536,333,2840,707,'3'
2,514,7677,19805,937,9836,716,'3'
1,286,1208,5241,2515,153,1442,'3'
2,2343,7845,11874,52,4196,1697,'3'
1,45640,6958,6536,7368,1532,230,'3'
1,12759,7330,4533,1752,20,2631,'3'
1,11002,7075,4945,1152,120,395,'3'
1,3157,4888,2500,4477,273,2165,'3'
1,12356,6036,8887,402,1382,2794,'3'
1,112151,29627,18148,16745,4948,8550,'3'
1,694,8533,10518,443,6907,156,'3'
1,36847,43950,20170,36534,239,47943,'3'
1,327,918,4710,74,334,11,'3'
1,8170,6448,1139,2181,58,247,'3'
1,3009,521,854,3470,949,727,'3'
1,2438,8002,9819,6269,3459,3,'3'
2,8040,7639,11687,2758,6839,404,'3'
2,834,11577,11522,275,4027,1856,'3'
1,16936,6250,1981,7332,118,64,'3'
1,13624,295,1381,890,43,84,'3'
1,5509,1461,2251,547,187,409,'3'
2,180,3485,20292,959,5618,666,'3'
1,7107,1012,2974,806,355,1142,'3'
1,17023,5139,5230,7888,330,1755,'3'
1,30624,7209,4897,18711,763,2876,'1'
2,2427,7097,10391,1127,4314,1468,'1'
1,11686,2154,6824,3527,592,697,'1'
1,9670,2280,2112,520,402,347,'1'
2,3067,13240,23127,3941,9959,731,'1'
2,4484,14399,24708,3549,14235,1681,'1'
1,25203,11487,9490,5065,284,6854,'1'
1,583,685,2216,469,954,18,'1'
1,1956,891,5226,1383,5,1328,'1'
2,1107,11711,23596,955,9265,710,'1'
1,6373,780,950,878,288,285,'1'
2,2541,4737,6089,2946,5316,120,'1'
1,1537,3748,5838,1859,3381,806,'1'
2,5550,12729,16767,864,12420,797,'1'
1,18567,1895,1393,1801,244,2100,'1'
2,12119,28326,39694,4736,19410,2870,'1'
1,7291,1012,2062,1291,240,1775,'1'
1,3317,6602,6861,1329,3961,1215,'1'
2,2362,6551,11364,913,5957,791,'1'
1,2806,10765,15538,1374,5828,2388,'1'
2,2532,16599,36486,179,13308,674,'1'
1,18044,1475,2046,2532,130,1158,'1'
2,18,7504,15205,1285,4797,6372,'1'
1,4155,367,1390,2306,86,130,'1'
1,14755,899,1382,1765,56,749,'1'
1,5396,7503,10646,91,4167,239,'1'
1,5041,1115,2856,7496,256,375,'1'
2,2790,2527,5265,5612,788,1360,'1'
1,7274,659,1499,784,70,659,'1'
1,12680,3243,4157,660,761,786,'1'
2,20782,5921,9212,1759,2568,1553,'1'
1,4042,2204,1563,2286,263,689,'1'
1,1869,577,572,950,4762,203,'1'
1,8656,2746,2501,6845,694,980,'1'
2,11072,5989,5615,8321,955,2137,'1'
1,2344,10678,3828,1439,1566,490,'1'
1,25962,1780,3838,638,284,834,'1'
1,964,4984,3316,937,409,7,'1'
1,15603,2703,3833,4260,325,2563,'1'
1,1838,6380,2824,1218,1216,295,'1'
1,8635,820,3047,2312,415,225,'1'
1,18692,3838,593,4634,28,1215,'1'
1,7363,475,585,1112,72,216,'1'
1,47493,2567,3779,5243,828,2253,'1'
1,22096,3575,7041,11422,343,2564,'1'
1,24929,1801,2475,2216,412,1047,'1'
1,18226,659,2914,3752,586,578,'1'
1,11210,3576,5119,561,1682,2398,'1'
1,6202,7775,10817,1183,3143,1970,'1'
2,3062,6154,13916,230,8933,2784,'1'
1,8885,2428,1777,1777,430,610,'1'
1,13569,346,489,2077,44,659,'1'
1,15671,5279,2406,559,562,572,'1'
1,8040,3795,2070,6340,918,291,'1'
1,3191,1993,1799,1730,234,710,'1'
2,6134,23133,33586,6746,18594,5121,'1'
1,6623,1860,4740,7683,205,1693,'1'
1,29526,7961,16966,432,363,1391,'1'
1,10379,17972,4748,4686,1547,3265,'1'
1,31614,489,1495,3242,111,615,'1'
1,11092,5008,5249,453,392,373,'1'
1,8475,1931,1883,5004,3593,987,'1'
1,56083,4563,2124,6422,730,3321,'1'
1,53205,4959,7336,3012,967,818,'1'
1,9193,4885,2157,327,780,548,'1'
1,7858,1110,1094,6818,49,287,'1'
1,23257,1372,1677,982,429,655,'1'
1,2153,1115,6684,4324,2894,411,'1'
2,1073,9679,15445,61,5980,1265,'1'
1,5909,23527,13699,10155,830,3636,'1'
2,572,9763,22182,2221,4882,2563,'1'
1,20893,1222,2576,3975,737,3628,'1'
2,11908,8053,19847,1069,6374,698,'1'
1,15218,258,1138,2516,333,204,'1'
1,4720,1032,975,5500,197,56,'1'
1,2083,5007,1563,1120,147,1550,'1'
1,514,8323,6869,529,93,1040,'1'
1,36817,3045,1493,4802,210,1824,'3'
1,894,1703,1841,744,759,1153,'3'
1,680,1610,223,862,96,379,'3'
1,27901,3749,6964,4479,603,2503,'3'
1,9061,829,683,16919,621,139,'3'
1,11693,2317,2543,5845,274,1409,'3'
2,17360,6200,9694,1293,3620,1721,'3'
1,3366,2884,2431,977,167,1104,'3'
2,12238,7108,6235,1093,2328,2079,'3'
1,49063,3965,4252,5970,1041,1404,'3'
1,25767,3613,2013,10303,314,1384,'3'
1,68951,4411,12609,8692,751,2406,'3'
1,40254,640,3600,1042,436,18,'3'
1,7149,2247,1242,1619,1226,128,'3'
1,15354,2102,2828,8366,386,1027,'3'
1,16260,594,1296,848,445,258,'3'
1,42786,286,471,1388,32,22,'3'
1,2708,2160,2642,502,965,1522,'3'
1,6022,3354,3261,2507,212,686,'3'
1,2838,3086,4329,3838,825,1060,'3'
2,3996,11103,12469,902,5952,741,'2'
1,21273,2013,6550,909,811,1854,'2'
2,7588,1897,5234,417,2208,254,'2'
1,19087,1304,3643,3045,710,898,'2'
2,8090,3199,6986,1455,3712,531,'2'
2,6758,4560,9965,934,4538,1037,'2'
1,444,879,2060,264,290,259,'2'
2,16448,6243,6360,824,2662,2005,'2'
2,5283,13316,20399,1809,8752,172,'2'
2,2886,5302,9785,364,6236,555,'2'
2,2599,3688,13829,492,10069,59,'2'
2,161,7460,24773,617,11783,2410,'2'
2,243,12939,8852,799,3909,211,'2'
2,6468,12867,21570,1840,7558,1543,'2'
1,17327,2374,2842,1149,351,925,'2'
1,6987,1020,3007,416,257,656,'2'
2,918,20655,13567,1465,6846,806,'2'
1,7034,1492,2405,12569,299,1117,'2'
1,29635,2335,8280,3046,371,117,'2'
2,2137,3737,19172,1274,17120,142,'2'
1,9784,925,2405,4447,183,297,'2'
1,10617,1795,7647,1483,857,1233,'2'
2,1479,14982,11924,662,3891,3508,'2'
1,7127,1375,2201,2679,83,1059,'2'
1,1182,3088,6114,978,821,1637,'2'
1,11800,2713,3558,2121,706,51,'2'
2,9759,25071,17645,1128,12408,1625,'2'
1,1774,3696,2280,514,275,834,'2'
1,9155,1897,5167,2714,228,1113,'2'
1,15881,713,3315,3703,1470,229,'2'
1,13360,944,11593,915,1679,573,'2'
1,25977,3587,2464,2369,140,1092,'2'
1,32717,16784,13626,60869,1272,5609,'2'
1,4414,1610,1431,3498,387,834,'2'
1,542,899,1664,414,88,522,'2'
1,16933,2209,3389,7849,210,1534,'2'
1,5113,1486,4583,5127,492,739,'2'
1,9790,1786,5109,3570,182,1043,'2'
2,11223,14881,26839,1234,9606,1102,'2'
1,22321,3216,1447,2208,178,2602,'2'
2,8565,4980,67298,131,38102,1215,'2'
2,16823,928,2743,11559,332,3486,'2'
2,27082,6817,10790,1365,4111,2139,'2'
1,13970,1511,1330,650,146,778,'2'
1,9351,1347,2611,8170,442,868,'2'
1,3,333,7021,15601,15,550,'2'
1,2617,1188,5332,9584,573,1942,'2'
2,381,4025,9670,388,7271,1371,'3'
2,2320,5763,11238,767,5162,2158,'3'
1,255,5758,5923,349,4595,1328,'3'
2,1689,6964,26316,1456,15469,37,'3'
1,3043,1172,1763,2234,217,379,'3'
1,1198,2602,8335,402,3843,303,'3'
2,2771,6939,15541,2693,6600,1115,'3'
2,27380,7184,12311,2809,4621,1022,'3'
1,3428,2380,2028,1341,1184,665,'3'
2,5981,14641,20521,2005,12218,445,'3'
1,3521,1099,1997,1796,173,995,'3'
2,1210,10044,22294,1741,12638,3137,'3'
1,608,1106,1533,830,90,195,'3'
2,117,6264,21203,228,8682,1111,'3'
1,14039,7393,2548,6386,1333,2341,'3'
1,190,727,2012,245,184,127,'3'
1,22686,134,218,3157,9,548,'3'
2,37,1275,22272,137,6747,110,'3'
1,759,18664,1660,6114,536,4100,'3'
1,796,5878,2109,340,232,776,'3'
1,19746,2872,2006,2601,468,503,'3'
1,4734,607,864,1206,159,405,'3'
1,2121,1601,2453,560,179,712,'3'
1,4627,997,4438,191,1335,314,'3'
1,2615,873,1524,1103,514,468,'3'
2,4692,6128,8025,1619,4515,3105,'3'
1,9561,2217,1664,1173,222,447,'3'
1,3477,894,534,1457,252,342,'3'
1,22335,1196,2406,2046,101,558,'3'
1,6211,337,683,1089,41,296,'3'
2,39679,3944,4955,1364,523,2235,'3'
1,20105,1887,1939,8164,716,790,'3'
1,3884,3801,1641,876,397,4829,'3'
2,15076,6257,7398,1504,1916,3113,'3'
1,6338,2256,1668,1492,311,686,'3'
1,5841,1450,1162,597,476,70,'3'
2,3136,8630,13586,5641,4666,1426,'3'
1,38793,3154,2648,1034,96,1242,'3'
1,3225,3294,1902,282,68,1114,'3'
2,4048,5164,10391,130,813,179,'3'
1,28257,944,2146,3881,600,270,'3'
1,17770,4591,1617,9927,246,532,'3'
1,34454,7435,8469,2540,1711,2893,'3'
1,1821,1364,3450,4006,397,361,'3'
1,10683,21858,15400,3635,282,5120,'3'
1,11635,922,1614,2583,192,1068,'3'
1,1206,3620,2857,1945,353,967,'3'
1,20918,1916,1573,1960,231,961,'3'
1,9785,848,1172,1677,200,406,'3'
1,9385,1530,1422,3019,227,684,'3'
1,3352,1181,1328,5502,311,1000,'3'
1,2647,2761,2313,907,95,1827,'3'
1,518,4180,3600,659,122,654,'3'
1,23632,6730,3842,8620,385,819,'3'
1,12377,865,3204,1398,149,452,'3'
1,9602,1316,1263,2921,841,290,'3'
2,4515,11991,9345,2644,3378,2213,'3'
1,11535,1666,1428,6838,64,743,'3'
1,11442,1032,582,5390,74,247,'3'
1,9612,577,935,1601,469,375,'3'
1,4446,906,1238,3576,153,1014,'3'
1,27167,2801,2128,13223,92,1902,'3'
1,26539,4753,5091,220,10,340,'3'
1,25606,11006,4604,127,632,288,'3'
1,18073,4613,3444,4324,914,715,'3'
1,6884,1046,1167,2069,593,378,'3'
1,25066,5010,5026,9806,1092,960,'3'
2,7362,12844,18683,2854,7883,553,'3'
2,8257,3880,6407,1646,2730,344,'3'
1,8708,3634,6100,2349,2123,5137,'3'
1,6633,2096,4563,1389,1860,1892,'3'
1,2126,3289,3281,1535,235,4365,'3'
1,97,3605,12400,98,2970,62,'3'
1,4983,4859,6633,17866,912,2435,'3'
1,5969,1990,3417,5679,1135,290,'3'
2,7842,6046,8552,1691,3540,1874,'3'
2,4389,10940,10908,848,6728,993,'3'
1,5065,5499,11055,364,3485,1063,'3'
2,660,8494,18622,133,6740,776,'3'
1,8861,3783,2223,633,1580,1521,'3'
1,4456,5266,13227,25,6818,1393,'3'
2,17063,4847,9053,1031,3415,1784,'3'
1,26400,1377,4172,830,948,1218,'3'
2,17565,3686,4657,1059,1803,668,'3'
2,16980,2884,12232,874,3213,249,'3'
1,11243,2408,2593,15348,108,1886,'3'
1,13134,9347,14316,3141,5079,1894,'3'
1,31012,16687,5429,15082,439,1163,'3'
1,3047,5970,4910,2198,850,317,'3'
1,8607,1750,3580,47,84,2501,'3'
1,3097,4230,16483,575,241,2080,'3'
1,8533,5506,5160,13486,1377,1498,'3'
1,21117,1162,4754,269,1328,395,'3'
1,1982,3218,1493,1541,356,1449,'3'
1,16731,3922,7994,688,2371,838,'3'
1,29703,12051,16027,13135,182,2204,'3'
1,39228,1431,764,4510,93,2346,'3'
2,14531,15488,30243,437,14841,1867,'3'
1,10290,1981,2232,1038,168,2125,'3'
1,2787,1698,2510,65,477,52,'3'
